"ACCIDENT_NO","SURFACE_COND","Surface Cond Desc","SURFACE_COND_SEQ"
"12001008179 ","1","Dry","1"
"12001008220 ","1","Dry","1"
"12001008281 ","1","Dry","1"
"12001008314 ","1","Dry","1"
"12001008365 ","1","Dry","1"
"12001008409 ","1","Dry","1"
"12001008446 ","1","Dry","1"
"12001008451 ","1","Dry","1"
"12001008453 ","1","Dry","1"
"12001008455 ","1","Dry","1"
"12001008458 ","1","Dry","1"
"12001008459 ","1","Dry","1"
"12001008462 ","1","Dry","1"
"12001008464 ","1","Dry","1"
"12001008466 ","1","Dry","1"
"12001008470 ","1","Dry","1"
"12001008471 ","1","Dry","1"
"12001008478 ","1","Dry","1"
"12001008482 ","1","Dry","1"
"12001008486 ","1","Dry","1"
"12001008488 ","1","Dry","1"
"12001008495 ","1","Dry","1"
"12001008508 ","1","Dry","1"
"12001008512 ","1","Dry","1"
"12001008518 ","1","Dry","1"
"12001008527 ","1","Dry","1"
"12001008531 ","1","Dry","1"
"12001008547 ","1","Dry","1"
"12001008548 ","1","Dry","1"
"12001008549 ","1","Dry","1"
"12001008555 ","1","Dry","1"
"12001008562 ","1","Dry","1"
"12001008563 ","1","Dry","1"
"12001008570 ","1","Dry","1"
"12001008574 ","1","Dry","1"
"12001008576 ","1","Dry","1"
"12001008580 ","1","Dry","1"
"12001008582 ","1","Dry","1"
"12001008586 ","1","Dry","1"
"12001008592 ","1","Dry","1"
"12001008596 ","1","Dry","1"
"12001008601 ","1","Dry","1"
"12001008604 ","1","Dry","1"
"12001008606 ","1","Dry","1"
"12001008612 ","9","Unknown","1"
"12001008683 ","1","Dry","1"
"12001008689 ","1","Dry","1"
"12001008695 ","1","Dry","1"
"12001008700 ","1","Dry","1"
"12001008723 ","1","Dry","1"
"12001008730 ","1","Dry","1"
"12001008748 ","1","Dry","1"
"12001008763 ","1","Dry","1"
"12001008769 ","1","Dry","1"
"12001008778 ","1","Dry","1"
"12001008781 ","1","Dry","1"
"12001008784 ","1","Dry","1"
"12001008785 ","1","Dry","1"
"12001008798 ","1","Dry","1"
"12001008799 ","1","Dry","1"
"12001008800 ","1","Dry","1"
"12001008803 ","1","Dry","1"
"12001008805 ","1","Dry","1"
"12001008811 ","1","Dry","1"
"12001008814 ","1","Dry","1"
"12001008819 ","2","Wet","1"
"12001008821 ","1","Dry","1"
"12001008836 ","1","Dry","1"
"12001008838 ","1","Dry","1"
"12001008840 ","1","Dry","1"
"12001008847 ","1","Dry","1"
"12001008849 ","1","Dry","1"
"12001008851 ","1","Dry","1"
"12001008855 ","1","Dry","1"
"12001008865 ","1","Dry","1"
"12001008883 ","1","Dry","1"
"12001008931 ","1","Dry","1"
"12001009009 ","1","Dry","1"
"12001009010 ","1","Dry","1"
"12001009064 ","1","Dry","1"
"12001009067 ","1","Dry","1"
"12001009072 ","1","Dry","1"
"12001009083 ","1","Dry","1"
"12001009086 ","1","Dry","1"
"12001009101 ","1","Dry","1"
"12001009105 ","1","Dry","1"
"12001009120 ","1","Dry","1"
"12001009121 ","1","Dry","1"
"12001009150 ","1","Dry","1"
"12001009157 ","1","Dry","1"
"12001009158 ","1","Dry","1"
"12001009169 ","9","Unknown","1"
"12001009173 ","1","Dry","1"
"12001009177 ","1","Dry","1"
"12001009180 ","1","Dry","1"
"12001009181 ","1","Dry","1"
"12001009182 ","1","Dry","1"
"12001009187 ","1","Dry","1"
"12001009189 ","1","Dry","1"
"12001009193 ","1","Dry","1"
"12001009196 ","3","Muddy","1"
"12001009198 ","1","Dry","1"
"12001009201 ","1","Dry","1"
"12001009204 ","1","Dry","1"
"12001009207 ","1","Dry","1"
"12001009212 ","1","Dry","1"
"12001009213 ","1","Dry","1"
"12001009219 ","1","Dry","1"
"12001009253 ","1","Dry","1"
"12001009259 ","1","Dry","1"
"12001009263 ","1","Dry","1"
"12001009271 ","1","Dry","1"
"12001009278 ","1","Dry","1"
"12001009285 ","2","Wet","1"
"12001009296 ","1","Dry","1"
"12001009300 ","1","Dry","1"
"12001009335 ","1","Dry","1"
"12001009361 ","1","Dry","1"
"12001009370 ","1","Dry","1"
"12001009404 ","1","Dry","1"
"12001009440 ","1","Dry","1"
"12001009443 ","1","Dry","1"
"12001009458 ","1","Dry","1"
"12001009466 ","1","Dry","1"
"12001009491 ","1","Dry","1"
"12001009518 ","1","Dry","1"
"12001009528 ","1","Dry","1"
"12001009529 ","1","Dry","1"
"12001009545 ","1","Dry","1"
"12001009573 ","2","Wet","1"
"12001009595 ","2","Wet","1"
"12001009612 ","1","Dry","1"
"12001009640 ","1","Dry","1"
"12001009642 ","1","Dry","1"
"12001009643 ","2","Wet","1"
"12001009655 ","1","Dry","1"
"12001009656 ","1","Dry","1"
"12001009658 ","1","Dry","1"
"12001009663 ","1","Dry","1"
"12001009685 ","1","Dry","1"
"12001009710 ","1","Dry","1"
"12001009715 ","2","Wet","1"
"12001009717 ","1","Dry","1"
"12001009718 ","2","Wet","1"
"12001009721 ","1","Dry","1"
"12001009737 ","1","Dry","1"
"12001009745 ","1","Dry","1"
"12001009867 ","1","Dry","1"
"12001009889 ","1","Dry","1"
"12001009893 ","1","Dry","1"
"12001009897 ","2","Wet","1"
"12001009904 ","1","Dry","1"
"12001009925 ","1","Dry","1"
"12001009937 ","1","Dry","1"
"12001009945 ","1","Dry","1"
"12001009984 ","1","Dry","1"
"12001009999 ","1","Dry","1"
"12001010001 ","2","Wet","1"
"12001010006 ","1","Dry","1"
"12001010018 ","1","Dry","1"
"12001010023 ","2","Wet","1"
"12001010026 ","2","Wet","1"
"12001010037 ","1","Dry","1"
"12001010039 ","1","Dry","1"
"12001010042 ","1","Dry","1"
"12001010070 ","1","Dry","1"
"12001010077 ","2","Wet","1"
"12001010085 ","2","Wet","1"
"12001010136 ","2","Wet","1"
"12001010144 ","1","Dry","1"
"12001010171 ","2","Wet","1"
"12001010175 ","1","Dry","1"
"12001010180 ","1","Dry","1"
"12001010186 ","1","Dry","1"
"12001010189 ","2","Wet","1"
"12001010199 ","2","Wet","1"
"12001010201 ","1","Dry","1"
"12001010206 ","1","Dry","1"
"12001010228 ","1","Dry","1"
"12001010235 ","2","Wet","1"
"12001010259 ","1","Dry","1"
"12001010268 ","2","Wet","1"
"12001010272 ","2","Wet","1"
"12001010318 ","2","Wet","1"
"12001010333 ","2","Wet","1"
"12001010342 ","1","Dry","1"
"12001010360 ","2","Wet","1"
"12001010365 ","1","Dry","1"
"12001010371 ","1","Dry","1"
"12001010377 ","2","Wet","1"
"12001010400 ","1","Dry","1"
"12001010409 ","1","Dry","1"
"12001010412 ","2","Wet","1"
"12001010414 ","2","Wet","1"
"12001010421 ","2","Wet","1"
"12001010424 ","1","Dry","1"
"12001010446 ","2","Wet","1"
"12001010449 ","1","Dry","1"
"12001010454 ","1","Dry","1"
"12001010461 ","1","Dry","1"
"12001010467 ","2","Wet","1"
"12001010496 ","2","Wet","1"
"12001010497 ","1","Dry","1"
"12001010498 ","1","Dry","1"
"12001010512 ","1","Dry","1"
"12001010514 ","1","Dry","1"
"12001010521 ","1","Dry","1"
"12001010534 ","1","Dry","1"
"12001010548 ","1","Dry","1"
"12001010552 ","1","Dry","1"
"12001010559 ","1","Dry","1"
"12001010571 ","2","Wet","1"
"12001010573 ","1","Dry","1"
"12001010583 ","1","Dry","1"
"12001010585 ","1","Dry","1"
"12001010593 ","1","Dry","1"
"12001010595 ","9","Unknown","1"
"12001010604 ","1","Dry","1"
"12001010609 ","1","Dry","1"
"12001010614 ","2","Wet","1"
"12001010637 ","1","Dry","1"
"12001010641 ","1","Dry","1"
"12001010658 ","1","Dry","1"
"12001010668 ","1","Dry","1"
"12001010672 ","1","Dry","1"
"12001010677 ","1","Dry","1"
"12001010681 ","2","Wet","1"
"12001010684 ","2","Wet","1"
"12001010736 ","2","Wet","1"
"12001010739 ","1","Dry","1"
"12001010744 ","1","Dry","1"
"12001010746 ","1","Dry","1"
"12001010755 ","2","Wet","1"
"12001010767 ","2","Wet","1"
"12001010774 ","1","Dry","1"
"12001010777 ","1","Dry","1"
"12001010780 ","1","Dry","1"
"12001010781 ","1","Dry","1"
"12001010785 ","1","Dry","1"
"12001010786 ","1","Dry","1"
"12001010792 ","1","Dry","1"
"12001010794 ","1","Dry","1"
"12001010829 ","1","Dry","1"
"12001010849 ","1","Dry","1"
"12001010860 ","2","Wet","1"
"12001010870 ","1","Dry","1"
"12001010883 ","2","Wet","1"
"12001010898 ","2","Wet","1"
"12001010905 ","1","Dry","1"
"12001010909 ","1","Dry","1"
"12001010911 ","1","Dry","1"
"12001010919 ","1","Dry","1"
"12001010927 ","2","Wet","1"
"12001010928 ","1","Dry","1"
"12001010981 ","9","Unknown","1"
"12001010986 ","1","Dry","1"
"12001010989 ","1","Dry","1"
"12001011000 ","1","Dry","1"
"12001011011 ","1","Dry","1"
"12001011012 ","1","Dry","1"
"12001011015 ","1","Dry","1"
"12001011019 ","1","Dry","1"
"12001011026 ","1","Dry","1"
"12001011102 ","1","Dry","1"
"12001011126 ","1","Dry","1"
"12001011129 ","1","Dry","1"
"12001011140 ","2","Wet","1"
"12001011164 ","1","Dry","1"
"12001011166 ","1","Dry","1"
"12001011172 ","1","Dry","1"
"12001011174 ","1","Dry","1"
"12001011175 ","1","Dry","1"
"12001011176 ","2","Wet","1"
"12001011186 ","1","Dry","1"
"12001011190 ","1","Dry","1"
"12001011195 ","1","Dry","1"
"12001011203 ","1","Dry","1"
"12001011212 ","1","Dry","1"
"12001011222 ","2","Wet","1"
"12001011232 ","1","Dry","1"
"12001011336 ","9","Unknown","1"
"12001011382 ","1","Dry","1"
"12001011385 ","1","Dry","1"
"12001011388 ","2","Wet","1"
"12001011410 ","1","Dry","1"
"12001011413 ","1","Dry","1"
"12001011419 ","2","Wet","1"
"12001011423 ","1","Dry","1"
"12001011432 ","1","Dry","1"
"12001011446 ","1","Dry","1"
"12001011454 ","1","Dry","1"
"12001011467 ","1","Dry","1"
"12001011488 ","1","Dry","1"
"12001011489 ","1","Dry","1"
"12001011492 ","1","Dry","1"
"12001011496 ","1","Dry","1"
"12001011511 ","1","Dry","1"
"12001011515 ","1","Dry","1"
"12001011522 ","2","Wet","1"
"12001011523 ","1","Dry","1"
"12001011524 ","1","Dry","1"
"12001011529 ","1","Dry","1"
"12001011549 ","1","Dry","1"
"12001011553 ","1","Dry","1"
"12001011569 ","2","Wet","1"
"12001011615 ","1","Dry","1"
"12001011618 ","1","Dry","1"
"12001011624 ","1","Dry","1"
"12001011627 ","1","Dry","1"
"12001011643 ","1","Dry","1"
"12001011644 ","1","Dry","1"
"12001011654 ","1","Dry","1"
"12001011657 ","1","Dry","1"
"12001011658 ","1","Dry","1"
"12001011661 ","1","Dry","1"
"12001011666 ","1","Dry","1"
"12001011675 ","1","Dry","1"
"12001011677 ","1","Dry","1"
"12001011679 ","1","Dry","1"
"12001011680 ","1","Dry","1"
"12001011685 ","1","Dry","1"
"12001011692 ","1","Dry","1"
"12001011695 ","1","Dry","1"
"12001011696 ","1","Dry","1"
"12001011699 ","1","Dry","1"
"12001011703 ","1","Dry","1"
"12001011705 ","1","Dry","1"
"12001011710 ","1","Dry","1"
"12001011771 ","1","Dry","1"
"12001011786 ","1","Dry","1"
"12001011815 ","1","Dry","1"
"12001011869 ","9","Unknown","1"
"12001011879 ","1","Dry","1"
"12001011882 ","1","Dry","1"
"12001011911 ","1","Dry","1"
"12001011915 ","1","Dry","1"
"12001011919 ","1","Dry","1"
"12001011920 ","1","Dry","1"
"12001011922 ","1","Dry","1"
"12001011923 ","1","Dry","1"
"12001011924 ","1","Dry","1"
"12001011925 ","1","Dry","1"
"12001011930 ","1","Dry","1"
"12001011948 ","1","Dry","1"
"12001011969 ","1","Dry","1"
"12001011978 ","1","Dry","1"
"12001011987 ","1","Dry","1"
"12001011991 ","1","Dry","1"
"12001012003 ","1","Dry","1"
"12001012006 ","1","Dry","1"
"12001012007 ","2","Wet","1"
"12001012008 ","1","Dry","1"
"12001012010 ","1","Dry","1"
"12001012014 ","1","Dry","1"
"12001012015 ","1","Dry","1"
"12001012016 ","2","Wet","1"
"12001012028 ","1","Dry","1"
"12001012073 ","1","Dry","1"
"12001012074 ","1","Dry","1"
"12001012163 ","1","Dry","1"
"12001012172 ","1","Dry","1"
"12001012176 ","1","Dry","1"
"12001012178 ","1","Dry","1"
"12001012184 ","1","Dry","1"
"12001012190 ","1","Dry","1"
"12001012195 ","1","Dry","1"
"12001012198 ","1","Dry","1"
"12001012200 ","1","Dry","1"
"12001012206 ","1","Dry","1"
"12001012208 ","2","Wet","1"
"12001012306 ","1","Dry","1"
"12001012309 ","2","Wet","1"
"12001012311 ","1","Dry","1"
"12001012327 ","1","Dry","1"
"12001012331 ","1","Dry","1"
"12001012337 ","1","Dry","1"
"12001012349 ","1","Dry","1"
"12001012384 ","2","Wet","1"
"12001012385 ","1","Dry","1"
"12001012391 ","1","Dry","1"
"12001012392 ","1","Dry","1"
"12001012395 ","1","Dry","1"
"12001012434 ","1","Dry","1"
"12001012476 ","1","Dry","1"
"12001012478 ","1","Dry","1"
"12001012493 ","2","Wet","1"
"12001012499 ","1","Dry","1"
"12001012500 ","1","Dry","1"
"12001012515 ","1","Dry","1"
"12001012521 ","1","Dry","1"
"12001012529 ","1","Dry","1"
"12001012553 ","1","Dry","1"
"12001012563 ","1","Dry","1"
"12001012564 ","1","Dry","1"
"12001012569 ","1","Dry","1"
"12001012571 ","1","Dry","1"
"12001012572 ","1","Dry","1"
"12001012574 ","1","Dry","1"
"12001012575 ","1","Dry","1"
"12001012581 ","2","Wet","1"
"12001012583 ","2","Wet","1"
"12001012584 ","1","Dry","1"
"12001012588 ","2","Wet","1"
"12001012589 ","1","Dry","1"
"12001012590 ","1","Dry","1"
"12001012591 ","1","Dry","1"
"12001012592 ","2","Wet","1"
"12001012670 ","1","Dry","1"
"12001012671 ","1","Dry","1"
"12001012786 ","1","Dry","1"
"12001012790 ","1","Dry","1"
"12001012802 ","2","Wet","1"
"12001012807 ","2","Wet","1"
"12001012827 ","1","Dry","1"
"12001012831 ","1","Dry","1"
"12001012836 ","1","Dry","1"
"12001012860 ","1","Dry","1"
"12001012862 ","1","Dry","1"
"12001012865 ","2","Wet","1"
"12001012871 ","1","Dry","1"
"12001012876 ","1","Dry","1"
"12001012878 ","1","Dry","1"
"12001012879 ","1","Dry","1"
"12001012886 ","2","Wet","1"
"12001012888 ","1","Dry","1"
"12001012916 ","1","Dry","1"
"12001012918 ","1","Dry","1"
"12001012919 ","1","Dry","1"
"12001012929 ","1","Dry","1"
"12001012933 ","1","Dry","1"
"12001012934 ","1","Dry","1"
"12001012962 ","1","Dry","1"
"12001013008 ","1","Dry","1"
"12001013030 ","2","Wet","1"
"12001013032 ","1","Dry","1"
"12001013054 ","1","Dry","1"
"12001013058 ","1","Dry","1"
"12001013066 ","1","Dry","1"
"12001013067 ","1","Dry","1"
"12001013068 ","1","Dry","1"
"12001013112 ","1","Dry","1"
"12001013121 ","1","Dry","1"
"12001013124 ","1","Dry","1"
"12001013134 ","1","Dry","1"
"12001013135 ","1","Dry","1"
"12001013136 ","1","Dry","1"
"12001013145 ","2","Wet","1"
"12001013148 ","9","Unknown","1"
"12001013151 ","1","Dry","1"
"12001013165 ","1","Dry","1"
"12001013180 ","1","Dry","1"
"12001013182 ","1","Dry","1"
"12001013189 ","1","Dry","1"
"12001013191 ","1","Dry","1"
"12001013193 ","2","Wet","1"
"12001013205 ","1","Dry","1"
"12001013212 ","1","Dry","1"
"12001013282 ","2","Wet","1"
"12001013295 ","1","Dry","1"
"12001013299 ","1","Dry","1"
"12001013304 ","1","Dry","1"
"12001013315 ","1","Dry","1"
"12001013345 ","1","Dry","1"
"12001013350 ","1","Dry","1"
"12001013453 ","1","Dry","1"
"12001013456 ","1","Dry","1"
"12001013467 ","1","Dry","1"
"12001013532 ","1","Dry","1"
"12001013539 ","1","Dry","1"
"12001013540 ","1","Dry","1"
"12001013544 ","2","Wet","1"
"12001013546 ","1","Dry","1"
"12001013583 ","1","Dry","1"
"12001013586 ","2","Wet","1"
"12001013607 ","1","Dry","1"
"12001013612 ","2","Wet","1"
"12001013614 ","2","Wet","1"
"12001013622 ","2","Wet","1"
"12001013631 ","1","Dry","1"
"12001013634 ","1","Dry","1"
"12001013637 ","1","Dry","1"
"12001013639 ","1","Dry","1"
"12001013641 ","2","Wet","1"
"12001013642 ","2","Wet","1"
"12001013658 ","1","Dry","1"
"12001013673 ","2","Wet","1"
"12001013674 ","2","Wet","1"
"12001013675 ","2","Wet","1"
"12001013676 ","1","Dry","1"
"12001013681 ","1","Dry","1"
"12001013684 ","2","Wet","1"
"12001013687 ","1","Dry","1"
"12001013690 ","2","Wet","1"
"12001013691 ","1","Dry","1"
"12001013693 ","2","Wet","1"
"12001013701 ","1","Dry","1"
"12001013710 ","2","Wet","1"
"12001013738 ","1","Dry","1"
"12001013862 ","1","Dry","1"
"12001013865 ","1","Dry","1"
"12001013877 ","1","Dry","1"
"12001013994 ","1","Dry","1"
"12001013996 ","1","Dry","1"
"12001014000 ","2","Wet","1"
"12001014003 ","1","Dry","1"
"12001014007 ","1","Dry","1"
"12001014008 ","1","Dry","1"
"12001014014 ","1","Dry","1"
"12001014018 ","1","Dry","1"
"12001014020 ","2","Wet","1"
"12001014024 ","1","Dry","1"
"12001014029 ","1","Dry","1"
"12001014031 ","1","Dry","1"
"12001014054 ","1","Dry","1"
"12001014057 ","1","Dry","1"
"12001014058 ","1","Dry","1"
"12001014066 ","1","Dry","1"
"12001014076 ","2","Wet","1"
"12001014078 ","2","Wet","1"
"12001014079 ","1","Dry","1"
"12001014082 ","1","Dry","1"
"12001014086 ","1","Dry","1"
"12001014098 ","1","Dry","1"
"12001014127 ","2","Wet","1"
"12001014130 ","1","Dry","1"
"12001014241 ","1","Dry","1"
"12001014244 ","1","Dry","1"
"12001014254 ","1","Dry","1"
"12001014257 ","2","Wet","1"
"12001014263 ","1","Dry","1"
"12001014267 ","1","Dry","1"
"12001014284 ","1","Dry","1"
"12001014288 ","9","Unknown","1"
"12001014294 ","2","Wet","1"
"12001014309 ","1","Dry","1"
"12001014316 ","1","Dry","1"
"12001014331 ","1","Dry","1"
"12001014336 ","1","Dry","1"
"12001014348 ","2","Wet","1"
"12001014416 ","1","Dry","1"
"12001014421 ","3","Muddy","1"
"12001014432 ","1","Dry","1"
"12001014433 ","1","Dry","1"
"12001014436 ","1","Dry","1"
"12001014439 ","1","Dry","1"
"12001014440 ","1","Dry","1"
"12001014444 ","1","Dry","1"
"12001014447 ","9","Unknown","1"
"12001014540 ","1","Dry","1"
"12001014542 ","1","Dry","1"
"12001014664 ","1","Dry","1"
"12001014670 ","1","Dry","1"
"12001014671 ","1","Dry","1"
"12001014708 ","1","Dry","1"
"12001014713 ","1","Dry","1"
"12001014717 ","1","Dry","1"
"12001014721 ","1","Dry","1"
"12001014725 ","1","Dry","1"
"12001014734 ","1","Dry","1"
"12001014737 ","1","Dry","1"
"12001014742 ","1","Dry","1"
"12001014758 ","2","Wet","1"
"12001014766 ","1","Dry","1"
"12001014832 ","1","Dry","1"
"12001014833 ","1","Dry","1"
"12001014836 ","1","Dry","1"
"12001014841 ","1","Dry","1"
"12001014844 ","1","Dry","1"
"12001014877 ","1","Dry","1"
"12001014890 ","9","Unknown","1"
"12001014907 ","2","Wet","1"
"12001014909 ","1","Dry","1"
"12001014915 ","1","Dry","1"
"12001014941 ","1","Dry","1"
"12001014946 ","1","Dry","1"
"12001015014 ","1","Dry","1"
"12001015023 ","1","Dry","1"
"12001015025 ","1","Dry","1"
"12001015027 ","1","Dry","1"
"12001015030 ","1","Dry","1"
"12001015034 ","1","Dry","1"
"12001015046 ","1","Dry","1"
"12001015067 ","1","Dry","1"
"12001015088 ","1","Dry","1"
"12001015100 ","1","Dry","1"
"12001015122 ","2","Wet","1"
"12001015141 ","1","Dry","1"
"12001015155 ","1","Dry","1"
"12001015161 ","1","Dry","1"
"12001015171 ","1","Dry","1"
"12001015180 ","1","Dry","1"
"12001015188 ","9","Unknown","1"
"12001015226 ","1","Dry","1"
"12001015235 ","1","Dry","1"
"12001015256 ","1","Dry","1"
"12001015260 ","1","Dry","1"
"12001015264 ","1","Dry","1"
"12001015268 ","1","Dry","1"
"12001015277 ","1","Dry","1"
"12001015279 ","1","Dry","1"
"12001015283 ","1","Dry","1"
"12001015288 ","1","Dry","1"
"12001015296 ","1","Dry","1"
"12001015316 ","2","Wet","1"
"12001015322 ","1","Dry","1"
"12001015325 ","1","Dry","1"
"12001015330 ","1","Dry","1"
"12001015337 ","1","Dry","1"
"12001015339 ","1","Dry","1"
"12001015357 ","1","Dry","1"
"12001015358 ","1","Dry","1"
"12001015362 ","1","Dry","1"
"12001015364 ","1","Dry","1"
"12001015374 ","1","Dry","1"
"12001015381 ","1","Dry","1"
"12001015436 ","1","Dry","1"
"12001015553 ","1","Dry","1"
"12001015561 ","1","Dry","1"
"12001015563 ","1","Dry","1"
"12001015579 ","1","Dry","1"
"12001015581 ","1","Dry","1"
"12001015583 ","1","Dry","1"
"12001015608 ","1","Dry","1"
"12001015623 ","1","Dry","1"
"12001015660 ","2","Wet","1"
"12001015663 ","1","Dry","1"
"12001015665 ","1","Dry","1"
"12001015666 ","1","Dry","1"
"12001015678 ","1","Dry","1"
"12001015680 ","1","Dry","1"
"12001015687 ","1","Dry","1"
"12001015695 ","1","Dry","1"
"12001015698 ","1","Dry","1"
"12001015701 ","1","Dry","1"
"12001015702 ","1","Dry","1"
"12001015704 ","9","Unknown","1"
"12001015707 ","1","Dry","1"
"12001015708 ","1","Dry","1"
"12001015709 ","1","Dry","1"
"12001015717 ","1","Dry","1"
"12001015721 ","1","Dry","1"
"12001015723 ","2","Wet","1"
"12001015724 ","1","Dry","1"
"12001015730 ","1","Dry","1"
"12001015731 ","1","Dry","1"
"12001015736 ","1","Dry","1"
"12001015740 ","1","Dry","1"
"12001015748 ","1","Dry","1"
"12001015773 ","1","Dry","1"
"12001015777 ","1","Dry","1"
"12001015780 ","1","Dry","1"
"12001015784 ","1","Dry","1"
"12001015786 ","1","Dry","1"
"12001015843 ","1","Dry","1"
"12001015865 ","1","Dry","1"
"12001015867 ","1","Dry","1"
"12001015868 ","1","Dry","1"
"12001015870 ","1","Dry","1"
"12001015871 ","1","Dry","1"
"12001015876 ","1","Dry","1"
"12001015880 ","1","Dry","1"
"12001015882 ","1","Dry","1"
"12001015925 ","1","Dry","1"
"12001015926 ","1","Dry","1"
"12001015929 ","1","Dry","1"
"12001015940 ","1","Dry","1"
"12001015944 ","9","Unknown","1"
"12001015945 ","1","Dry","1"
"12001015955 ","1","Dry","1"
"12001015969 ","1","Dry","1"
"12001015971 ","1","Dry","1"
"12001015979 ","1","Dry","1"
"12001015988 ","2","Wet","1"
"12001015998 ","1","Dry","1"
"12001016003 ","1","Dry","1"
"12001016013 ","1","Dry","1"
"12001016014 ","1","Dry","1"
"12001016018 ","1","Dry","1"
"12001016021 ","1","Dry","1"
"12001016026 ","1","Dry","1"
"12001016037 ","1","Dry","1"
"12001016112 ","1","Dry","1"
"12001016124 ","1","Dry","1"
"12001016155 ","1","Dry","1"
"12001016157 ","1","Dry","1"
"12001016166 ","1","Dry","1"
"12001016171 ","1","Dry","1"
"12001016176 ","1","Dry","1"
"12001016185 ","1","Dry","1"
"12001016187 ","1","Dry","1"
"12001016189 ","1","Dry","1"
"12001016191 ","1","Dry","1"
"12001016195 ","1","Dry","1"
"12001016199 ","1","Dry","1"
"12001016209 ","1","Dry","1"
"12001016215 ","1","Dry","1"
"12001016286 ","1","Dry","1"
"12001016302 ","1","Dry","1"
"12001016303 ","1","Dry","1"
"12001016318 ","1","Dry","1"
"12001016319 ","1","Dry","1"
"12001016320 ","1","Dry","1"
"12001016322 ","1","Dry","1"
"12001016329 ","1","Dry","1"
"12001016335 ","1","Dry","1"
"12001016337 ","1","Dry","1"
"12001016338 ","1","Dry","1"
"12001016340 ","1","Dry","1"
"12001016351 ","2","Wet","1"
"12001016356 ","1","Dry","1"
"12001016363 ","1","Dry","1"
"12001016364 ","1","Dry","1"
"12001016365 ","1","Dry","1"
"12001016375 ","1","Dry","1"
"12001016377 ","9","Unknown","1"
"12001016612 ","1","Dry","1"
"12001016616 ","9","Unknown","1"
"12001016619 ","1","Dry","1"
"12001016620 ","1","Dry","1"
"12001016621 ","1","Dry","1"
"12001016623 ","1","Dry","1"
"12001016641 ","1","Dry","1"
"12001016654 ","1","Dry","1"
"12001016655 ","1","Dry","1"
"12001016657 ","1","Dry","1"
"12001016660 ","1","Dry","1"
"12001016662 ","1","Dry","1"
"12001016665 ","1","Dry","1"
"12001016676 ","1","Dry","1"
"12001016715 ","1","Dry","1"
"12001016731 ","1","Dry","1"
"12001016733 ","1","Dry","1"
"12001016745 ","2","Wet","1"
"12001016768 ","2","Wet","1"
"12001016771 ","1","Dry","1"
"12001016776 ","1","Dry","1"
"12001016786 ","1","Dry","1"
"12001016793 ","1","Dry","1"
"12001016796 ","1","Dry","1"
"12001016800 ","1","Dry","1"
"12001016816 ","2","Wet","1"
"12001016820 ","1","Dry","1"
"12001016822 ","1","Dry","1"
"12001016835 ","2","Wet","1"
"12001016837 ","1","Dry","1"
"12001016838 ","1","Dry","1"
"12001016839 ","1","Dry","1"
"12001016840 ","1","Dry","1"
"12001016842 ","1","Dry","1"
"12001016867 ","1","Dry","1"
"12001016872 ","1","Dry","1"
"12001016883 ","2","Wet","1"
"12001016940 ","1","Dry","1"
"12001016947 ","2","Wet","1"
"12001017008 ","1","Dry","1"
"12001017026 ","2","Wet","1"
"12001017030 ","2","Wet","1"
"12001017032 ","2","Wet","1"
"12001017040 ","1","Dry","1"
"12001017045 ","1","Dry","1"
"12001017072 ","2","Wet","1"
"12001017074 ","1","Dry","1"
"12001017077 ","1","Dry","1"
"12001017080 ","1","Dry","1"
"12001017082 ","1","Dry","1"
"12001017085 ","1","Dry","1"
"12001017099 ","2","Wet","1"
"12001017137 ","1","Dry","1"
"12001017148 ","1","Dry","1"
"12001017270 ","2","Wet","1"
"12001017275 ","9","Unknown","1"
"12001017276 ","2","Wet","1"
"12001017278 ","1","Dry","1"
"12001017283 ","1","Dry","1"
"12001017291 ","1","Dry","1"
"12001017295 ","1","Dry","1"
"12001017296 ","1","Dry","1"
"12001017297 ","1","Dry","1"
"12001017298 ","1","Dry","1"
"12001017299 ","2","Wet","1"
"12001017309 ","9","Unknown","1"
"12001017310 ","1","Dry","1"
"12001017311 ","1","Dry","1"
"12001017312 ","1","Dry","1"
"12001017315 ","2","Wet","1"
"12001017356 ","2","Wet","1"
"12001017358 ","1","Dry","1"
"12001017359 ","1","Dry","1"
"12001017360 ","1","Dry","1"
"12001017362 ","1","Dry","1"
"12001017364 ","1","Dry","1"
"12001017367 ","2","Wet","1"
"12001017369 ","2","Wet","1"
"12001017386 ","1","Dry","1"
"12001017387 ","1","Dry","1"
"12001017400 ","1","Dry","1"
"12001017403 ","1","Dry","1"
"12001017406 ","1","Dry","1"
"12001017409 ","1","Dry","1"
"12001017451 ","2","Wet","1"
"12001017466 ","1","Dry","1"
"12001017535 ","1","Dry","1"
"12001017538 ","2","Wet","1"
"12001017547 ","1","Dry","1"
"12001017551 ","2","Wet","1"
"12001017559 ","2","Wet","1"
"12001017566 ","1","Dry","1"
"12001017593 ","1","Dry","1"
"12001017607 ","2","Wet","1"
"12001017675 ","1","Dry","1"
"12001017710 ","1","Dry","1"
"12001017768 ","1","Dry","1"
"12001017771 ","1","Dry","1"
"12001017782 ","1","Dry","1"
"12001017789 ","1","Dry","1"
"12001017813 ","1","Dry","1"
"12001017846 ","1","Dry","1"
"12001017853 ","1","Dry","1"
"12001017865 ","1","Dry","1"
